,feedback,rating
1425,Terrible terrible staff. They have no skills with interacting with patients. Wait times are horrendous. And once you see Dr. Brandon it's only for like 10 minutes. One of the office people Andrea- has a big chip on her shoulder and it shows when she interacts with you.,Rated 1 out of 5
1420,"I was referred to this doctor because I have a torn meniscus. Waited 3 hours and finally got tired of waiting and left. The impression I got from just sitting there is ,this doctor is a great doctor for “no fault” cases. The front desk kept using the excuse 
“ we were purchased by the hospital, and everyone is a brand new patient “.....ok so leave wiggle room say 15 minutes per patient so the transition is easier. Just as the doctors time is valuable, so is the time of the patient. ",Rated 1 out of 5
1418,"Rude n does not listen.No personality, poor interaction with patients",Rated 1 out of 5
1407,"Very Disappointing, had a total knee replacement 3 months ago, still in pain. He seemed caring prior to surgery but his after care attitude and processes are terrible.  Clearly thinks he knows everything, is not concerned with anything that you have to say, talks over you, no bedside manner at all,  does not address or even listen to your questions.",Rated 1 out of 5
1404,He is awful. He performed a total hip replacement that failed. I can’t walk more than 25 yards without extreme pain. He suggests revision after he botched the surgery. Stay away!,Rated 1 out of 5
1395,Jumped to (incorrect) conclusion about reason for appointment.  Assumed I did not like a previous doctor's recommendation and was looking for something else. Actually the previous doctor did not treat my condition. Asked his assistant what the previous doctor had recommended for treatment before entering the exam room.  He then treated me with derision and recommended the same exact treatment. ,Rated 1 out of 5
1390,Seriously injured me alongside his PA Dr Rachel Taylor. I have EDS and I will never forget January 2015 when my life changed forever. The story is a long one but they extended me beyond my physiologic range and tore both my hip labrums. I have suffered chronic pain since then and went from being a regular gym goer and being able to sit cross legged to never being able to take this position again or walk without pain. Absolutely horrific.  ,Rated 1 out of 5
1388,"Really disappointed. Dr. Anil came very highly recommended, I called to make an appointment and never received a call back after numerous follow-up attempts. However, I must say the receptionist at office was very polite and kind.  Send in my reports, was told they will be looked at and will get a call back. 3 weeks have not received a call. If the doctor was not able to see me, at least common curiosity is to call and say the office is booked.",Rated 1 out of 5
1371,"I started my appt. by asking Dr. Fu if I was his mother, would he recommend surgery. I received a lecture telling me that he wasn't going to make my decision for me. Don't we go to drs for advice & counsel? 
If you desire a dr who returns your calls & cares about your pain, keep looking. I tried to reach Dr. Fu twice in two mos about my pain. His office denied receiving recorded messages, didn't know who took an actual call from me & admitted to not reading patient emails. Then, they prescribed the wrong medication. At 5 mos post rotator cuff surgery, I stopped PT as the pain got severe. Now Dr. Fu wants to inject cortisone to mask the pain that I think I shouldn't still have. A radiologist at HSS reviewed my 4 month post surgery MRI and said the cuff was still torn. Dr. Fu says it is just swelling. Who do I believe? I believe that I shouldn't still hurt. HSS has many fine doctors, find a different one willing to give an opinion & to fix communication problems within his own office. ",Rated 1 out of 5
1368,"In a brief visit, Dr. Fu suggested I try a cortisone injection for arthritis in my shoulder. He recommended another doctor at HSS. The injection did not help and I called to ask Dr.Fu if I should try a second injection. I called twice and left messages and never got a response. I don’t know if this his fault or that of his office staff but it’s very disappointing to me that a hospital like HSS with supposedly great and caring doctors should have such poor communication with patients.",Rated 1 out of 5
1457,"Dr. Reish was dismissive & arrogant, as to my child's condition.  He did not touch her during the exam but concluded there was nothing there.  He reluctantly prescribed an MRI if you really want one.  The MRI showed a  conclusive diagnosis which was 100% aligned with my child's symptoms.  He did not  have the courage or decency to call me to tell me how to treat my child.  After 5 days of begging for a call his PA did. My child ended up needing surgery w/ another fantastic orthopedic.",Rated 1 out of 5
1465,"After a failed microdisectomy surgery of L4-L5, I returned in excruciating pain, where I revived an MRI with and without contrast. I was told BT the Dr. That the pain I was experiencing was due to inflammation, and that the herniated FISC was completely gone. After weeks of unbearable pain I found myself at a neurosurgeons office who looked at the same MRI and showed me that clearly there was a serious generation, and I needed emergency surgery. My advice is be very careful what type of surgeon.",Rated 1 out of 5
1622,After shoulder surgery I was in constant and intense pain. He didn’t know what to do. Follow up care ineffective.,Rated 1 out of 5
1485,I called to see dr rossman but was told i could only get an appt with a PA.  the first appt with xray was insufficient to diagnose the injury to my knee and required an MRI.  I had the MRI done immediately but could not get another appt for 2 weeks because the PA was on vacation.    On the 2nd visit i was given a diagnosis and they said they would arrange for a brace for my knee.  After a week i called the office and asked to speak to the PA because they never followed thru on providing the brace and in the interim my knee had destabilized to the point that I could not walk without crutches and was in intense pain.   NO ONE EVER CALLED BACK.   I have never experienced such a lack of care and concern from any medical professional practice.  If i could they would not get even one star from me.,Rated 1 out of 5
1603,Surgery skills were average. He treated his student terribly. Was openly prejudice towards a certain ethnicity/background. There are better surgeons in NYC that are not openly prejudice. ,Rated 1 out of 5
1602,"I had a total knee replacement by Ran Schwarkopf on June,26,2019.  i had seen him in 2018 and scheduled the appointment for June 2019.  He said I was a good candidate for the procedure. I had had a tibial plateau fracture in 2004 which was repaired at that time but left me with many problems in that knee.  
      During that year before surgery I exercised frequently with pool exercise and yoga to prepare for the surgery.   By the time the surgery came around I really had very little pain unless I walked for hours.   So a week or two before the surgery, I called him to see if I should cancel.   We kept missing each other on the phone.   Finally his PA called me and said from my xray it looked like I was a good candidate.   No one advised me to cancel.
     Dr Schwarzkopf never educated me on the BRUTAL, INVASIVE nature of this surgery and the EXTREMELY PAINFUL post-op period of a knee replacement and the statistic that 20% of total knee replacement people are unhappy with the results. ",Rated 1 out of 5
1600,"He has rigid rules and will not see a patient  if not all requirements are met.  I had a painful torn meniscus, had my MRI, even the disc but because my rheumatologist's did not give me my X-ray even though I asked, twice, saying the doctor will not need it since I have an MRI, Dr Westrich refused to examine me. Also, husband office staff is rude, unhelpful and unprofessional. ",Rated 1 out of 5
1593,"I waited 3 months just to get a call for an appointment that would take place 4 weeks from then for a total hip replacement. I had to schedule surgery so the extremely rude staff person told me she canceled my appointment. She was hostile, lacking in compassion. This is the wrong line of work for her! Meanwhile, according to her Westrich gives no 2nd opinion. A shame. I will share my story on social media.",Rated 1 out of 5
1573,"I saw Dr Ellis for foot pain and he ordered several imaging studies for my foot. After I got the tests, I called the office and asked Dr Ellis to call me with the results. I told the office I was still in extreme pain and would like a call from the doctor. They told me that he would NOT call me and would only give me the test results by a telemedicine visit two weeks later. As a surgeon myself, I was surprised that a doctor that orders a test does not have the courtesy and compassion to call with results and a plan of action. If this is how he runs his office I can't imagine letting him operate on me. What if I had a problem? His office said he is ""very busy"" and does not have time to call patients back. Wow, I am also a busy surgeon but ALWAYS call my patients back even on busy days, That is just good medicine. Shame on you Dr. Ellis.",Rated 1 out of 5
1571,"Very poor result from a failed Lapidus bunionectomy. Dr. Ellis was very personable and inspired confidence until the first sign of a non-union showed and he immediately blamed it on my noncompliance. This is simply not true. After a bone stimulator failed to work he wanted to do another surgery immediately saying that the fusion site would never heal and the foot would always be swollen. I chose to wait and it healed solid 9 months later. Unfortunately, the combination of the surgeons poor metatarsal head location, shortening and elevation from the non-union has left my second metatarsal head to handle most of my forefoot contact.  It’s very painful when I walk with socks or barefoot. When I pointed this concern out to him again on my 6 month (and last) follow up he was mystified, looked at me blankly and recommended that I get a second opinion. Bewildered, I’ve been on a 4 yr odyssey reading/speaking to other doctors in order to understand the issues/figure out what to do about it. ",Rated 1 out of 5
1568,horrible and unethical ,Rated 1 out of 5
1566,"Dr Brisson is a smug, uncaring surgeon who's more interested in getting your money than how your surgery went. He did not do well in my surgery and was unresponsive to my pains, needs post-surgery. He's THE WORST! His assistants were a bit more conscientious, but it didn't make up for a bad doctor. I urge anyone -- GO TO HSS!!!",Rated 1 out of 5
1562,"He never mentioned a gluteus maximus tear prior to hip replacement surgery, only told me about reatachment of the muscle after surgery.  Made no attempt to stablize re-attachment after surgery.  Never found out if tear was present before surgery or done during surgery.  Attachment did not hold and muscle atrophied.  Didn't want to hear anything about complaints, just said there was nothing that could be done.  Was walking better before hip replacement surgery than after.",Rated 1 out of 5
1561,A terrible doctor and extremely arrogant who tore my hip labrums during a physical exam and then tried to tell me I already had a tear when I used to walk limitless amounts. I went in for a right hip clicking that caused no pain but I have Ehlers Danlos and wanted to be diligent checking out body parts. He then tore my left hip labrum and I could not walk for 5 months. I will live with this forever and he should not be practicing medicine. ,Rated 1 out of 5
1560,"I met with Dr. Ranawat regarding treatment options for hip arthritis.   I felt his answers to my questions were kurt, dismissive, and unsupported by factual information.",Rated 1 out of 5
1557,"He was my fourth knee replacement surgeon whose opinion I was seeking for. He did not touch my leg, he refused to answer my questions or discuss my concerns, he spent max 2-3 min with me obviously showing anger even being in the exam room. I left devastated, frustrated, confused and truly in tears, despite the fact he decided to schedule my surgery for October. He does up to 8 knee replacements per day, and it scaries me --I am not a part of his assembly line, esp. with such complicated case",Rated 1 out of 5
1556,Dr. Amar Ranawat performed a hip replacement on my right hip about eighteen months ago. Things did not go well. Some how my iliac was fractured during the surgery. I spent five weeks in rehab. I am still using a walker and in noticeable pain. Dr. Ranawat insisted every thing was fine. I saw him six weeks after the surgery and twelve weeks after the procedure. The last time I saw him he said I was fine when I asked him what I should do about the pain he just shrugged and walked away. The Ranawat practice is industrial assembly line medicine. If things go well you will be satisfied. If things do not go well do not expect tender loving care. You are pretty much on your own.,Rated 1 out of 5
1555,He did a bilateral hip replacement.  He insisted everything was fine even though could not walk and was in intense pain.  Had to have the procedure revised.  He told me to wait two years.  It turns out the prostheses were both put in wrong at an inappropriate angle.  The correcting surgeon was appalled at the sloppy work.,Rated 1 out of 5
1511,I am a runner and personal trainer and a very active young 62 year old woman.   After surgery he came into my room and said that he could not locate a body part that for the life of me I can’t remember what body part he was referring to- during my surgery but eventually found it underneath and he had only seen that once or twice in his career.  I didn’t pay that much attention as I was told first that everything went well. I have been to his office several times since my surgery with pain in my back and my thigh and a hole in my buttocks that is clearly and grossly wrong!  He said I have slow bone growth and dismissed the cosmetic issues.  Had MRI - X-rays -he referred me to a back doctor and was told to continue p/t and he would have his assistant contact me every week to make sure I was doing well- i never heard from him or anyone from his office again. I am worse now than I was before my hip replacement and have not been able to run since surgery. ,Rated 1 out of 5
1970,"I broke my arm and dr Barron was my orthopedic doctor. On three diffeeent occasions within a two month period dr Barron cancelled appointments I had schedule WAY in advance. Trying to schedule new appointments with his staff was a nightmare.  His staff was downright nasty to me. At one point they gave me an appointment on a day he was scheduled to do surgery and They told me that I might wait hours to see him and added they were ""doing me a favor"". i switched to another orthopedic doctor.  ",Rated 1 out of 5
1992,Less skilled surgical teamLow diagnostic and follow-up care for a specialist. critical errors in care,Rated 1 out of 5
1993,"Great surgeon, as long as you don't question anything he does. Arrogant and unprofessional .",Rated 1 out of 5
2655,"I had horrible experience just trying to get appointment w/ her. She is VERY unprofessional & has terrible availability, so my first appointment was month in advance. Her office called to cancel the appointment two days prior to the appt, stating she had an emergency. I rescheduled for a few more weeks later, again due to lack of availability. The office just called to cancel again, stating emergency. She wasted 2 months of time and inconsiderate of working people who can't take off easily.",Rated 1 out of 5
2623,"TERRIBLE DOCTOR - I went to him for a straight forward bunionectomy.  He convinced me to have an experimental implant but NEVER TOLD ME he was NOT doing the bunion surgery.   Horrible at listening, explaining and communicating - and I wonder if he got a kick back for doing the experimental procedure instead of what I needed.",Rated 1 out of 5
2622,"He looked at my foot for 5 minutes diagnosed it with ""nerve pain"". After that, I went to NYU and instantly the surgeon said I don't have nerve pain. And that I have actual issues caused by scar tissue, bulky muscle, and an overly stretched tendon I had surgery not long after I switched. Don't waste time money or frustration with this excuse for a doctor.",Rated 1 out of 5
2619,"Condescending attitude and sloppy exam. Misdiagnosed the issue. As a physician myself, I found his lack of Professionalism and careless evaluation shocking.",Rated 1 out of 5
2609,Did not listen - arrogant - whole team culture is punky - he’s got a chip on his shoulder that is very real.  Don’t even think of seeing this guy - very surprised he’s HSS approved,Rated 1 out of 5
2599,Absolute disaster. I would never go back to him. He is out of network and charges cash for a consultation. He literally said what he had to say and pushed us out of the office for his next appointment. the office is filled with resident doctors. I would never go back. He is not thorough on any level. I should have trusted the comments from health grades and never went back to see him. ,Rated 1 out of 5
2587,"I would not recommend surgery with this Dr.  This place is a factory, and you will only see the surgeon 3 times.  Once for consult, once before surgery to make sure he has all the tests and paperwork then 3 months post surgery.  Your in the hands of PA's.

Go to someone who actually cares about your outcome.

My main issue was undiagnosed, it was a Spine issue, however I continue in severe pain. And the doctor does not collaborate with other doctors to solve problems, he's onto the next patient.",Rated 1 out of 5
2578,The visit was fine and Dr Tyler seems wonderful.  Unfortunately the support staff and is the rudest and least helpful group of people I have ever encountered.  The lack of phone manners and inability to be helpful or return phone calls is very frustrating.  Given her specialty you would think the support staff would be a bit more sensitive.,Rated 1 out of 5
2571,very unresponsive and not sympathetic. I told him I was having problems with my hip after surgery and he totally blew me off. Very uncaring. Extremely difficult to get through the office phone lines and they do NOT call back.,Rated 1 out of 5
2559,2 1/2 + hour wait is the norm in the office. Then 1/2 hour in the examining room. No one cares. Expected to wait that long.  Then a few short minutes with him or PA. Save yourself the aggravation - go elsewhere. You're worth more than long waits and short time spent with a medical professional.  Would not recommend. NYU-excellent. Him - not so much. ,Rated 1 out of 5
2519,"Dr. Sackheim has become nothing more than a script writer. She was an excellent provider at NYU. When she opened her private practice, she agreed to accept my NYU copay. At my second visit, she raised the cost of each 15 minute visit from $45 to $250 because she ""has to pay rent"". To achieve financial success, she abandoned her real patients to accommodate 15 minute, $250 visits as a script writer.",Rated 1 out of 5
2506,"Dr. Munyak gave me a cortisone shot from which i got a bad reaction. I called his office & was told that Dr. Munyak said to go to an emergency room since i might be having an allergic reaction, i told the office person that i was very scared & needed to speak to the doctor first, she said she was going to email him. He did not have the decency to call me back. 2 weeks later i called again since i was still getting more symptoms & he didn't return that call either. Very UNCARING doctor!!",Rated 1 out of 5
2499,"Quick to make appointments, but try calling with a concern.  Good luck getting to them. ??????  They make mistakes like no other!",Rated 1 out of 5
2496,"Dr. Munyak has disappearedDr. Munyak was a great doctor but he mysteriously disappeared, no one knows where or why and no word left for his patients left high and dry.  When you call they have no idea, at the very least his patients deserve an explanation, very strange.  ",Rated 1 out of 5
2472,I have waited over a month to see this specialist for my fractured finger and the day before my appointment I received a call saying the doctor is canceling and the reason given is because he needs to reschedule. The next earliest appointment is in another month. I unfortunately have to give this doctor one star because I am not allowed to give a zero.,Rated 1 out of 5
2432,"Went in for knee surgery, came out with debilitating chronic pain in my foot. He dismissed me. Unfortunately, I cannot recommend this doctor or the colleagues he chooses to associate himself with. This was a devastating experience for me and my family. I hope no other patient ever has to go through this.",Rated 1 out of 5
2626,Ever since Dr. Bendo operated on my spinal stenosos I firmly believe that it made my sacroiliartis worse.  I am in terrible pain alot.  I hope that  never see him again,Rated 1 out of 5
2671,"Horrible doctor!  Doesn't seem to care about his patients.  Doesn't respect people's time or medical needs.  I waited over two hours for my appointment, this after waiting about two months to GET an appointment.  He was grumpy, rude and dismissive.  He seemed like he was thoroughly disgusted by me and acted like I was wasting his time.  Can't wait to get a second opinion!",Rated 1 out of 5
2408,"I made an appointment specifically to see Dr An because of the good reviews. When I went to my appointment,  I had to wait over an hour to learn that Dr An is not available because he is in surgery all day.   I was really annoyed that no one called to inform me that I would be seeing another doctor.  Another patient was annoyed too and stated that this was the 3rd time that she scheduled an appointment with Dr An and always had to see the other doctor in the office.
Since I was there already, I decided to see this other doctor.  She reviewed someone’s else MRI which was download to my records. I informed her that my problem is my trigger finger. She finally found my MRI.  She didn’t even review my file nor looked at my hand and said  that I needed surgery.   I find her not reliable at all and I would not waste my time with her.  I left after 5 mins.  I do not appreciate this switch and bait tactics.",Rated 1 out of 5
2672,I never saw the doctor because I arrived shortly before my appointment time and walking into his waiting room was look getting onto the subway. There were about 15 people jammed into it. I was told there were 11 patients in front of me. At 11.30 am he was just getting to his 10am appointment. I was told it might be 1.5 hours. That would be about 7 minutes per patient. I left  and will now have to find another doctor. He obviously books 10X more patients than he can see. ,Rated 1 out of 5
2800,Dr Alberta is extremely knowledgeable and very relatable and friendly. I’d give my highest recommendation for him. ,Rated 1 out of 5
2780,Dr Taylor did absolutely nothing in terms of trying to alleviate pain in shoulder or offer suggestions in addressing numbness and tingling in forearm into fingers. I won't be going back,Rated 1 out of 5
2776,"Truly disappointing, as he did not show",Rated 1 out of 5
2774,"Shoulder pain, he was very nice on first visit, on second visit he told me ""to learn to live with it""",Rated 1 out of 5
2773,Was refused an appointment  without explanation. My insurance is Medicare.,Rated 1 out of 5
2770,"Wait 3 months for an appointment, and only see the physician assistant. Just awful!!!",Rated 1 out of 5
2767,"She didn't know the dosage for my child's antibiotics. That's fine, you can't expect people to memorize everything, but she didn't even try to find out. She pushed it off to the pharmacist and had the gall to complain that she was placed on hold for over five minutes to get an answer. Very rude and unprofessional. ",Rated 1 out of 5
2759,Worst PA I ever met. No knowledge... just go with your flow. I didn't feel or learn any better.,Rated 1 out of 5
2719,I HAD ORIGINALLY PUT A GREAT REVIEW FOR THIS DOCTOR BUT SINCE HE REFUSES TO RESPOND TO MY REPEATED PHONE CALLS - I HAVE SINCE SOUGHT HELP ELSEWHERE. SUCH A BIG DISAPPOINTMENT. NEVER GOING BACK. ,Rated 1 out of 5
2716,Said i had a fracture. Ling story short  they make you take a xray even though it won't show up  guess to bill the insurance. he touched my knee billed my insurance company 1200 for treatment. what treatment?,Rated 1 out of 5
2712,"  I was told to get to the office 15 minutes before the appointment.  Waited one hour before I was called, and waited  another half hour before a physician assistant came in to talk to me.  .  After x-ray and waiting time again, another doctor came.  Dr.Gambino never appeared.  I then needed to wait again 10 minutes for a prescription.  This is the second and last time that I visit this office.  They have no regard for the patients' time.",Rated 1 out of 5
2701,"Hit and run doctor. Quickly recommended surgery and talked a big game about her skills and ability to help me.  Three months post op I was still in the same condition I started in. She offered no plan to help me after her surgery failed.  Also barely said hello the morning of surgery. Not very reassuring feeling.  She’s too busy and doesn’t give the time needed after the big dollar hit of surgery.   Find someone who cares, she doesn’t. ",Rated 1 out of 5
2698,"Terrible I was Recommended to her because HSS is supposed to be the gold star. It is not. She was terrible. She recommended a highly invasive surgery after about five minutes.  I was in so much pain at that visit so I mistakenly agreed to a partial knee replacement. The recovery from a partial knee replacement is awful and I missed six weeks of work. Lesson learned ALWAYS get a second opinion. 

When I went back for my post-ops she was completely dismissive of my pain and recommended ANOTHER surgery! Surgeons are not known for bedside manner bur she is really just terrible. 

After visiting other doctors (for second and third opinions!) at Mt. Sinai and NYU I did not need the surgery that she did. I am still in pain a year and half later to the point that it limits my quality of life. 

Get a second opinion. 

",Rated 1 out of 5
2693,He had no follow up after several calls about extreme pain. I was so disappointed. I changed doctors because he really is to busy to really care. ,Rated 1 out of 5
2674,"In 2004 I had my right hip replaced by Dr. Patrick Meer.  It functions beautifully.  Beginning in 2016-2019 Dr. Joseph Zuckerman replaced both of my shoulders and one hip.  The bones holding the prosthesis in the left shoulder broke a few months after the surgery (I did not fall), and I have been advised that the shoulder is irreparable.  There is literally a piece of broken screw floating loose in my flesh. I suffer pain episodically throughout the day, and the range of motion is very restricted.  Dr. Zuckerman also replaced my left hip... twice.  After the first operation the hip dislocated twice, so Dr. Zuckerman replaced it again.  It gives me constant pain when I walk, so I am walking much less.  Dr. Zuckerman also replaced my right shoulder, and that joint also gives me pain, though it is relatively slight and the range of motion is fine.  I cannot recommend this surgeon, though his personality and manner are very pleasant and appealing.",Rated 1 out of 5
2423,I had an appt today with Dr. An. I was diagnosed with De Quervains's 8 months ago at a different doctor and have had 2 cortisone shots. I was seeking out a hand surgeon in case I needed surgery and that brought me to Dr. An. Upon entering the room he said I could have a shot or surgery. I chose one more shot. He told his PA to give me a shot and left the room. I have ALWAYS had the doctor do the injection. They have always used an ultrasound to guide the injection. I got off the table and left. ,Rated 1 out of 5
2405,"?????????????,??????????,??????????????X?,??????????MRI,???MD??????????????????X????,??????????????MD,??????,????????,????????",Rated 1 out of 5
1994,"A surgeon who is getting old, and losing his skills.  He is inconsiderate, his office staff is rude, his physicians assistant does not have a good knowledge base.  He performed wrong surgery on my family member.  If you care for your family, find another surgeon, otherwise you may regret.",Rated 1 out of 5
2235,"I know many people have had what they recall as a good experience with Bully. Unfortunately, I did not. And it can happen to you, too. So, if you want a ""prestige"" doctor or hospital, then by all means... take a risk on Bully. But don't expect his staff to be honest or civil... don't expect his physician's assistant to competent... and whatever you do stay away from Julia Kim, Bully's Bureaucrat who exercises veto power over what kind of care you receive. Don't let them do you like they did me.",Rated 1 out of 5
2202,"My father took my mother to an 11:30 AM appointment. They arrived well before 11:00 and were directed to get a hip scan. Dr. Padgett’s office mistakenly ordered a scan on the wrong side, leading to a long delay as the error was rectified.  They were told the delay was because no physician was available in Dr. Padgett’s office to confirm the correction. The result was that they were only able to go see Dr. Padgett an hour late.

Dr. Padgett told them that he is a busy man and will prioritize the people who respect his time, and if he didn't have time, they'll have to make another appointment. My 81 year old Hispanic father tried to explain that not only were they on time, but early.  Dr. Padgett spoke over him and mockingly asked “Do you read English?” My father, shocked, responded: “Oh, so you hear my accent.  You would stoop so low?” A member of Dr. Padgett’s staff came in and tried to tell him my parents were there early. He refused to listen and stormed out. My parents left unseen.",Rated 1 out of 5
2185,"After posting an initial review within NYU that he is a pompous, arrogant and has no bedside manner I received a call from him feigning concern and offered to speak with my physical therapist. His assistant inadvertently mistook me for another patient and shared Personal info with me. He did not speak to my PT he LISTENED. He was rude, inefficient and not just a waste of time but also $$. It sickens me that he charges insurance companies so much for upsetting people instead of actually treating",Rated 1 out of 5
2184,"I would never recommend Dr. Rettig to anyone! He is rude and dismissive and if you are in pain and ask for stronger medication, he refuses and acts like you are a drug addict. He misrepresented the cost of surgery on my little finger which is in the same condition after his surgery as before!",Rated 1 out of 5
2181,"Dr. Rettig provided me unnecessarily expensive service without first informing me of cheaper alternatives, or the potential cost. Was blind sided by a huge bill which insurance wouldn't cover because it was excessive. There were much cheaper options that could've done the job. ",Rated 1 out of 5
2177,"Terrible bedside manner. He spent 5 minutes with me and said he could not help me. He didn’t even give suggestions as to what I might do for the pain and numbness in my right arm and hand. 
This appointment was a waste of my morning and the most frustrating experience with a doctor. ",Rated 1 out of 5
2174,"Arrogant, dismissive, rude. Ordinarily, this is fine with me for surgeons. I'm not looking for lifelong friends, I'm looking for technical competence. But I felt he wasn't listening, was bored. Got a recommendation for another hand surgeon. Saw her today. She recognized gross external indications that I needed immediate surgery. Clear to me once she pointed them out. How did this much more experienced surgeon miss these? Perhaps because I was ""in network""? Today's surgeon took her time, did a much more thorough physical exam. I'm scheduled for surgery 2 days from now. Thank god for 2nd opinions and doctors who care. Strongly advise against Rettig.",Rated 1 out of 5
2168,"This doctor is very arrogant and self confidence, I think he's not very good. Gave me a cortisone shot which made my Arthritis wrist worse, and affected my hand now I think I have nerve damage. I hope it's minor damage so it can heal itself. Just my opinion.",Rated 1 out of 5
2158,"I will not recommend Dr. Shah.
Poor bedside manner. Did not listen to my concerns.",Rated 1 out of 5
2120,"If I could give zero stars I would. After waiting 1 hour for Dr. Moucha, he was impatient, rude, uncaring and nasty. I would never recommend anybody to see a doctor like this. I left in tears.",Rated 1 out of 5
2108,Dr. Dodwell uses a nurse practitioner who makes the initial assessment and states what she thinks the treatment plan will be. Dr. Dodwell comes in after the NP's initial review and does a 1 minute review. She sent my daughter off for x-rays and never returned. The NP gave us the treatment plan. Go out-of-network and see another HHS doctor if you have a choice.,Rated 1 out of 5
2031,"DIFFICULT OFFICE, DIFFICULT STAFF.

On June 23rd 2018 I called the office to schedule an appointment and a lady told me to call back. I did but I did not have a response until July 12 2018 when I spoke with Kenya who was not helpful, confused what I have said and made lots of mistakes.
Also they appt was given to me for a month later and then canceled.
After filing a complaint with Patient Relations another woman called me was pretty nice at first then very bossy DON'T NEED THIS 
",Rated 1 out of 5
2022,"Went to dr bums for first time today, was appalled of what I experienced....had a 9:00 appt. got there at 8:00. Patients gathered outside of office. Was told by other patients to sign your name on a scrappy piece of loose leaf paper. 9:00 comes they open door and patients scurry in like cattle to sign another sheet of paper. Not enough seats for all. So injured patients have to stand. Me not know that doctor doesn't arrive till 10:00 . The waiting room is like sitting in an illegal abortion clin",Rated 1 out of 5
2019,"Dr. Schairer's office is beyond unprofessional. Being his patient is shockingly close to not having a doctor at all; e.g. it is not their practice to allow patients to make appointments to discuss test results. Instead, one must wait for Dr. Schairer to call at an unscheduled time. After he missed me the second time, he left a message to email and set up an appointment. His office did not reply to my email. I called and was  told they could not make an appointment. The ""best we can do is tell him to contact you."" I finally got a response after filing a complaint with patient services at NYP. On his orders, I had a 2nd MRI, but that was 1 mo. ago. Haven't heard back yet. I have no issues with the quality of delivered care. The problem is the LACK of delivered care. This is not a one-off thing where I got lost in the system. It's a clear pattern. ",Rated 1 out of 5
2014,Recently had surgery for carpal tunnel and had unfavorable outcome and was treated unprofessionally!  after I complained of pain and being treated unprofessionally-Dr Wolfe’s behavior changed and he was more attentive.  The point is I never should have been spoken to unprofessionally and had my complaints dismissed in the first place. My hand is worse than before the surgery. The assistant Carly just says “got it” after all my complaints but actually she never really “got it” or cared. Go elsewhere.  HSS Has a great reputation  but with my experience -I would never recommend anyone there,Rated 1 out of 5
1998,Hand and risk have gotten progressively worse since aggressive surgery....that was overkill and not necessary.  BEWARE,Rated 1 out of 5
2227," this Dr. is irresponsible.Do not go to him,ever.",Rated 1 out of 5
2240,"Dr. Buly did my periacetabular osteotomy in 2002 and my hip and quality of life were changed forever *for the worse.* When my other hip needed the same surgery, I went elsewhere and had a 200% better experience with everything including the surgeon, the hospital and staff and my hip and recovery. Now, 15 years later, when my L hip hurts or shuts me down, I say my ""NY [hip] is acting up."" Boston always behaves beautifully. Yes, it was WORTH TRAVELING TO BOSTON to do this long distance from NYC.",Rated 1 out of 5
2390,"I left an earlier review and unfortunately forgot to mention that there were two ladies helpful in the staff.   Unfortunately, the rest of the office was run very inefficiently.  I never got to see the doctor- but how good could he be if he allows his office to run so badly-because of the staffs fault and treated me horribly.  I hope no one else has to endure what I went through.",Rated 1 out of 5
2270,The left hip replaced by Dr. Long failed within months. After nearly a year of crippling pain and expensive testing he said that he couldn’t determine what was wrong. Thank goodness other doctors could (gross loosening). . Had a revision done just a year-and-a-half later and am feeling much better.,Rated 1 out of 5
2381,"Dr. Nicholas immediately left me with the impression I didn’t deserve much of his time.  He performed a total knee replacement, and from the beginning there were problems and the pain never left..  I kept going back, and he blamed me for not doing strength exercises.  My physical therapist said he wasn’t being honest, because I had full use of it and biked.  It was never good, so I went to another doc who said the replacement was installed loose.  I’m still in pain, and now I have to do it again",Rated 1 out of 5
2378,"Dr. Stephen Nicholas, Orthopedic SurgeonMy experience with Dr. Nicholas was not good.  I went to him with a painful hip, thinking I might need surgery.  He took x-rays and told me I had osteoarthritis.  He did not recommend surgery immediately but prescribed 6 weeks of physical therapy.  I did this but it did not help.  I then returned and he took x-rays and said I would need a hip replacement.  He did no physical examination, barely spent 10 minutes with me, gave me no explanation of what type of surgery it would be.  He just told me to ""schedule the surgery with my assistant.""  I got the impression he had zero concern about my situation and just wanted to operate.  His office is like a factory: schedule the operation and dollar it up.  He spent about 20 minutes TOTAL time for two visits.   

I decided to get a second opinion. The doctor looked at the x-rays and told me I did NOT have osteoarthritis after all, but bursitis.  He gave me an injection and I am fine.  GET A SECOND OPINION BEFORE LETTING HIM CUT YOU!!!!",Rated 1 out of 5
2377,"Very long wait times...constantly overbooked 
Rude, inconsiderate, uncaring, unprofessional staff. 
Just a shame you cannot give negative star reviews
",Rated 1 out of 5
2363,"The worst unstable human, let alone a doctor. Claudette Lajam is unkind and is the most rude unsupportive orthopedic surgeon, that doesn't care about the severity of the pain, or what her patients feel, or think. She doesn't even have 15 years of experience, but Claudette Lajam claims about having almost 50 years of experience in real life and brags about it on the internet, which is a real lie. All the fabricated false information about her is so wrong. All patients do avoid her like the plaque",Rated 1 out of 5
