,feedback,rating
4726,Dr. Russo is a kind and caring professional. She took wonderful care of my son when he fractured his ankle. Both my son and I felt very comfortable during our visits with Dr. Russo. She took the time to explain everything to us and took extra care to speak with my son and show him how to take care of himself to get on the road to a speedy recovery! I would highly recommend Dr. Russo-she is truly a fantastic doctor! ,Rated 5 out of 5
2673,Dr Joseph Zuckerman has been my doctor since I’m 18 yrs old transferred to him from Dr Wallace B. Leamen  in pediatrics . I am now 52 and Dr Zuckerman has replaced my hip 2times and has replaced my shoulder.  Unfortunately I ran into some major issue’s and all I will say is with Dr. Zuckerman I am gonna be fine ! This man is a gift from God and know we will get thru this n move on to my knees ! You won’t find a better Doctor !!   Cause he’s the best !!!! ,Rated 5 out of 5
2675,Fabulous man and surgeon. Have no fears in getting my second knee done by Dr Zuckerman when necessary,Rated 5 out of 5
2676,"Not only is Dr. Zuckerman an excellent surgeon, but he is a wonderful and caring person as well.",Rated 5 out of 5
2677,"Dr.Zuckerman in addition to his surgical skills as a surgeon is concerned, involved and very engaged in your recovery and welfare.

Surgery is a very scary experience  and I cannot praise Dr. Zuckerman and his amazing staff enough.",Rated 5 out of 5
2678,"Excellent bed side manor, always responds to your questions in layman's terms.",Rated 5 out of 5
2679,Dr.Zuckerman is a great surgeon and took good care of both my knees,Rated 5 out of 5
2680,"From initial consult to my speedy amazing recovery Dr. Zuckerman and his team were flawless. I’d recommend him to anyone who is serious about changing their lives... I’m walking pain free! If you’re on the fence about knee surgery, don’t be...rough at first ( I did bilateral) but NYU’s team of doctors and nurses make it all  bearable and then you are walking. I cannot thank you enough!",Rated 5 out of 5
2681,"Dr. Zuckerman is an extremely skilled, caring physician. He runs an organized office which is continuously supportive and helpful.",Rated 5 out of 5
2682,"Great experienced doctor, great hospital and rehab experience.  Could not have been better.",Rated 5 out of 5
2683,"absolutely first rate, as surgeon, caring physician and thoughtful human being",Rated 5 out of 5
2684,"Dr. Z radiates confidence and experience.  He is obviously skilled, and he trains residents who are like him.  At this stage in his career, it was a pleasure to sit next to him staring at my knees on an x-ray and see his enthusiasm about the miracle of modern science that he contributed to.  I got sick on day 2 of the hospitalization, and it was Dr. Z of all the caring medical personnel who calmed me down.  When he said it was all nothing serious and would pass, I trusted him. The wonderful hospital, NYU, backs up this superior surgeon.  Thanks.     ",Rated 5 out of 5
2654,My 14 year old daughter presented with enlarged thigh muscles on one leg. Dr Chu suspected a tumor. Both Dr Chu and Lisa her office manager spent hours on the phone with my insurance company to get approval for an MRI. She did not have a tumor and Dr Chu recommended a neurologist and genetics specialist. They helped facilitate getting appointments with these specialists. Dr Chu also emailed me on two occasions. She was knowledgeable and proactive.  ,Rated 5 out of 5
2652,Very caring and helpful,Rated 5 out of 5
2617,Dr. Drakos did my ACL reconstruction. He is extremely knowledgeable and understanding. I was back playing soccer in 9 months after surgery. I am 9 years post op and my knee is still in great condition.,Rated 5 out of 5
2651,"We had a great experience with Dr. Chu!  She is quick, efficient and definitely knows what she is doing.  I was a mess after we were given the referral by our pediatrician but she was so reassuring I was quickly at ease.  She took great care of our two-year old daughter - will definitely be recommending her to our friends...",Rated 5 out of 5
2618,"Dr.Drakos is a doctor who is knowledgeable, caring, confident, reassuring and has the utmost bedside manner.",Rated 5 out of 5
4732,"Dr. Allen did arthroscopic surgery to repair my torn rotator cuff and clear up some arthritis in the shoulder of my dominant arm back in 2004. He told me at the time he couldn't promise the arthritis wouldn't return over time, and 17 years later I do get a twinge now and then, but other than that I've gone about my frequently athletic activities, including equestrian ones (lifting hay bales, vigorously grooming all the various angles on big horses, and heaving saddles to and fro, for example). Have never even given the shoulder a thought.  He is an amazing surgeon and a very clear, concise and excellent communicator, with a warm, engaging manner. I feel privileged and lucky to have been his patient way back then - very grateful for his skill and superb care!",Rated 5 out of 5
2620,"Dr. Drakos spent plenty of time with me explaining the procedure during his office visits.  He listened to all my questions and answered them thoughtfully.   His PA and staff were very responsive to my needs and quick to return a call.  Surgery was successful, as was the recovery.  Overall I was very pleased and happy that I finally went through with a surgical procedure that I had put off for years.",Rated 5 out of 5
2621,"Top Doctor,
  He had to redo a problem from a prior doctors mistake",Rated 5 out of 5
2625,"What we all dream a doctor should be likeI interviewed four top spine surgeons in their field and selected Dr Bendo for my surgery. 
He took the time to explain and articulated exactly what my diagnosis was and how he would repair it. He was patient, understanding and compassionate. 
I went into operating room with severe pain and barely being able to walk. I came out of surgery with absolutely no pain and walking normally once again. 
His staff was over the top, answering all my questions about pre and post surgery protocols. 
Dr Bendo’s surgical expertise and my outcome was a dream come true. He’s the best!
",Rated 5 out of 5
2627,"I highly recommend Dr. Bendo. He reviewed all my exams, asked good questions, and explained to me the results from all MRIs and CT scans. He was competent, professional, with great bedside manners and empathy. His assistant was also incredibly friendly and professional; she was great! Thank you Dr. Wolff for your shrewd advice.",Rated 5 out of 5
2628,Dr. Bendo is a wonderful surgeon.  Was able to help me with my long suffering spinal pain.  Explained everything to me and made me feel extremely comfortable.  Would recommend in a heartbeat.,Rated 5 out of 5
2629,"John Bendo is a fantastic surgeon and a kind, caring doctor. He took excellent care of me (I had emergency spinal surgery a day and a half after I met him). You wouldn’t think something like that would be a piece of cake but because of Dr. Bendo it was. I had suffered severe back pain for years and I now live pain free. Thank you Dr. Bendo. Ps Joanne in the uptown office is a gem of a woman: I was frazzled, scared, and in excruciating pain. She was so kind and compassionate, from scheduling all the way through to follow ups some time later. It’s also important to mention that Dr. Bendo is a conservative surgeon: he’ll only perform surgery if absolutely necessary.",Rated 5 out of 5
2630,"I’m 48yr old male, I had pain on lower left side and down my left leg since feb 2020, MRI revealed two disc herniations L3/4 and L4/5. I was seeing another surgeon and I wasn’t happy the way things were going. I decided to search for another opinion. I found Dr. John Bendo. I called and spoke to Joanne she was great,  she got me an appointment the next day!!  I went to his office and he looked at the MRI he said ”I can see you can’t even walk and in a lot of pain” And Scheduled surgery THE NEXT MORNING. His whole staff was tremendous Gail who was on the phone with my insurance co. for two hrs. got the approval. Next day went into NYU Langone hospital which was immaculately clean. They made me feel very comfortable. Dr. Bendo came in explained everything he was going to do. I never met a more caring Dr. I highly highly recommend Dr Bendo to anyone having disc herniation pain. The next day pain was minimal only from the surgical site which was normal. Thank you Dr Bendo & his staff",Rated 5 out of 5
2631,I had cyst on my lower spine that required the fusion of two discs with four screws and I was up and walking in one day  and  eight years later my back is a flexible as it ever was,Rated 5 out of 5
2632,Caring and knowledgeable physician,Rated 5 out of 5
2633,"Dr. Bendo is a brilliant, compassionate doctor.  He reviewed my Cat scan, explained everything and answered all my questions.  He made me feel comfortable and I am confident because of his conviction, that there is nothing for me to worry about.
Dr. Bendo is truly patient, kind and knowledgeable and I am forever grateful!
",Rated 5 out of 5
2634,"Right from the start everything was perfect. Scheduling the appointment, surgery and recovery. It has been one year since my spinal surgery and I feel 100%. He truly gave me my life back. I would highly recommend him. And NYU!",Rated 5 out of 5
2635,Amazing doctor...Top Notch !  Gave me my life back with surgery...,Rated 5 out of 5
2636,"Dr. Bendo fixed my disc problem in my neck with surgery last September.  He is so kind, listens carefully, but above all is a fantastic surgeon.  His staff is wonderful as well !",Rated 5 out of 5
2637,Excellent physician & surgeon. His surgical technique is awesome. I have no hesitation in recommending him to anyone. ,Rated 5 out of 5
2638,Excellent physician.,Rated 5 out of 5
2639,"After seeing another physician who told me I would never run again and another surgeon who kept putting off my surgery due to ""scheduling issues"", I was referred to Dr. Bendo by my primary care physician and his staff were able to get me in to see him very quickly. I was in surgery a few days later. Right after surgery, the pain was gone though there was still some numbness, weakness and foot drop. Now 2 months later, my 50% foot drop is reduced to 25% and I am running (albeit slowly for now).",Rated 5 out of 5
2640,"As far as experts within the field of spine surgery, no need to look elsewhere.  Dr. Bendo is friendly, accessible, conservative and is a wonderful surgeon.",Rated 5 out of 5
2641,"Dr Bendo is an absolute savior.  He identified my problem on the first consultation visit and explained everything with great detail.  He then operated on me at NYU Langone.  I had a great experience.  All my pain is gone, strength has returned in my legs and I now have my life back !  I can't thank him and his team enough...so caring !  The best !",Rated 5 out of 5
2642,Dr. Bend is a miracle worker !  Great staff and NYU is fantastic !,Rated 5 out of 5
2643,"Dr. Chu is a great orthopedic surgeon.  She excised a mass from my 4 year old sons finger and did a wonderful job.  6 months post-op results show that there is no more mass and finger deformity is fixed.  She was honest, caring and very professional.",Rated 5 out of 5
2644,"Dr. Chu is an orthopedic surgeon that I have relied on for two fractures. One of these fractures was a complex fracture that required surgery. I had no difficulties post-surgery and have recovered 100%.
She has also gone out of her way to help me when I required a second opinion on a fracture or other injury of the sort ",Rated 5 out of 5
2645,We have had a wonderful experience with Dr. Chu. She is an excellent surgeon and a very caring doctor who goes above and beyond to help her patients. I highly recommend her!,Rated 5 out of 5
2646,"We have had a great experience with Dr. Chu. She is attentive, patient, has great beside manners, and is a top notch surgeon. Highly recommended. ",Rated 5 out of 5
2647,"Dr Chu is an amazing doctor!! Her skill, professionalism and bed side manner are perfect!! She cared for both of my children, several times and each time I was confident they were in the best hands. I'll recommend Dr Chu to everyone I know. I've started already. =)",Rated 5 out of 5
2648,Dr. Chu is a really great doctor. When my daughter injured her wrist playing volleyball I was extremely worried she would never be able to play again and being a helicopter mom I couldn't help but ask a million questions and being a New Yorker maybe also a tad bit... emphatic. Dr. Chu initially seemed to be reserved but when she patiently answered my 100th call and explained the care of the cast to me over and over I began to realize that she cares about her patient... and their moms. ,Rated 5 out of 5
2649,Dr. Chu is highly recommended for her expertise and prompt attention to patient concerns,Rated 5 out of 5
2650,Lovely demeanor ,Rated 5 out of 5
2548,He is an amazing doctor and an amazing human being. He cares very much about what he does and about his patients.,Rated 5 out of 5
2547,Great doctor. Very professional and you can see that he cares for his patients.  He explained everything so we understood what was going on.  I would definitely recommend him to family and friends. My son enjoyed his visit with Dr. Ekstein.  ,Rated 5 out of 5
2546,Came in with a dislocated elbow. From the start he was straightforward and laid out my recovery time. 4 months later I am exactly where he thought I would be following his physical therapy recommendations. Highly recommend for any orthopedic injuries!,Rated 5 out of 5
2444,"Dr. Koerner is pleasant, friendly, informative (not condensending) and professional.  Diagnosis and treatment was quick and successful.  Office is extremely efficient and organized. ",Rated 5 out of 5
2447,First two visits were excellent ,Rated 5 out of 5
2448,"Dr. Koerner listens to your problems in a kind and friendly manner. 
He gave me a prescription which I hope will ease my pain. ",Rated 5 out of 5
2449,"Dr Koerner is direct, sensitive, and has a sense of humor. He doesn't waste time, but he takes the time to listen and respond without it feeling like he is hurrying. ",Rated 5 out of 5
2450,HAD EXCELLENT EXPERIENCE WITH DR. KOERNER. VERY THOROUGH AND UNDERSTANDING.,Rated 5 out of 5
2451,"Firs I would like to thank Dr Implicito and Dr Koener's staff for expediting an appointment for my acute back injury. The office staff was exceptional and Dr Koerner was fanatastic. 
I appreciated the time spent he spent with me and did so in a very realxed manner. After undergoing an MRI, he Immediately called with the results.
 thank you to all involved in my care. Excellent staff and an exceptional physician. Thank you Dr Koerner!
Sincerely 

Dr Michael DeGiodice
",Rated 5 out of 5
2452,"A excellent, accomplished surgeon with a wonderful ""bedside"" manner..Yes, they do exist...Dr. Koerner.Had spinal surgery recently and results were even better than I expected.",Rated 5 out of 5
2453,"Dr. Koerner was very thorough and explained, patiently, the procedures he uses.  We left feeling we were in great hands.  He took time with us and was very interested in our concerns.",Rated 5 out of 5
2454,Very  knowledgeable and provided  useful tips and literature for managing my back pain.  ,Rated 5 out of 5
2455,"Dr Koerner was outstanding-great addition to your staff.

",Rated 5 out of 5
2456,"I would highly recommend Dr. Koerner because he is patient,warm,personable and understanding.  He showed and explained my mri and xrays to me.  He recommended another doctor that could help me where Dr. Koerner couldn t at this time in my condition. ",Rated 5 out of 5
2457,"I would recommend Dr. Koerner because he was very personable, took the time to go over my reports with me and didn't rush me out. Recommended me to another doctor to possibly help me  where he couldn't. I think that just all around he was a pleasure.",Rated 5 out of 5
2458,Dr. Ackerman is a skilled orthopedist who I would highly recommend to anyone. He has taken care of my knee and back ailments when other doctors have suggested more invasive treatments. The decrease in pain and increase in level of mobility have far exceeded any of my expectations. I am forever grateful for Dr. Ackerman’s empathy and care.,Rated 5 out of 5
2459,"Being a coach of a travel basketball team, Dr. Ackerman allowed my players to get back to playing sports. He explained everything well and was interested in the patient’s goals and aspirations to return to sports. I definitely recommend Dr. Ackerman for any sports related injuries.",Rated 5 out of 5
2460,Did my ACL and had me in playing 7 months,Rated 5 out of 5
2461,"Great bedside manner. Helped me get a number of bumps, bruises, and breaks fixed and back on the rink fully recovered.",Rated 5 out of 5
2462,Diagnosis was spot on. Highly recommend,Rated 5 out of 5
2463,I met Dr. Ackerman at a high school football game after he reduced my son's shoulder. He fixed my son's labrum the next week. Tim is playing linebacker this year in college and hasn't had any problems. Dr. A is the best!,Rated 5 out of 5
2464,"I met Dr Ackerman once before as Dr Ackerman operated on my wife's knee which was a perfect success and painless after surgery. He is a pleasure and breath of fresh air to speak with and is quite thorough. I was told 2-1/2 years ago I needed meniscus surgery by another dr and I held off as pain subsided.  Dr A agreed that surgery wasn't necessary at this point. He is doing a series of 3 injections at most for the time being, surgery being a last resort. My wife and I can not speak highly enough ",Rated 5 out of 5
2465,"After going to several orthopedists, I found Dr. Ackerman and he spoke to me like a normal person, which apparently isn't a given. He explained my issue, and gave me options to heal. It wasn't a major problem, but I was constantly either dismissed or given the wrong treatment, which made it worse. I'm fine now. I've recommended him to friends and family. He's a very good doctor. ",Rated 5 out of 5
2466,"I saw Dr. Ackerman for knee pain.  He was very kind, warm and compassionate.  After x-rays he diagnosed moderate arthritis.  He explained all my options clearly and answered my ""million"" questions!  He spent all the time needed to make sure I was happy.   I had some questions a day later and he promptly called me back. The staff at the New York office (where I saw Dr. Ackerman) was also warm and extremely helpful.  Also I was seen on time, with no waiting. Needless to say, I recommend him highly",Rated 5 out of 5
2467,"One of the best doctors I've ever had. When I met him, he had me get an MRI that same afternoon and saw me again after the MRI. Told me I had fractured my leg in various places, bruised bones, torn ACL and LCL. I had no idea the damage my leg was in. I was panicked and he calmed me down. I said I wanted another opinion and he told me to wait as he got 3 other doctors in the room, all telling me the same thing. I needed Surgery. He then fitted me for the brace I actually needed and told me to come back after a month of PT. I had surgery 2.5 months after meeting him. After surgery, him and the PA (Andre) legit the best. Best bed side manner. They knew when to joke, when to help. My rehab was longer than ""usual"" so I've seen them in the corse of 1.5 years. Supposed to go back at the 2 year mark of surgery in the fall. I cannot express how grateful I met him and he was the one who performed the surgery. This was a life changing moment for me, and I'm lucky to have had such an amazing team.",Rated 5 out of 5
2468,Great guy. Friendly and compassionate,Rated 5 out of 5
2469,"When I walked into Dr Alaia’s consultation my spirits were down and thought I had no chance of being a surgical candidate. Dr Alaia not only changed that way of thinking for me but told me that I was going to be great! Within in a few weeks I was having a total reconstruction of my ACL, Dr Alaia took care of me through the whole procedure and post operatively he supported me and my recovery. Two weeks after surgery my mobility in my knee was beyond amazing. I can’t thank him enough for bringing back my quality of life, pain free and providing the best care anybody could ever have. Eternally grateful!",Rated 5 out of 5
2470,"I had an ACL reconstruction surgery with Dr Alaia in August 2019. At 57, this was my first surgery so i was nervous because I didn't know what to expect. He was the second surgeon I saw as the first one wasn't keen on my choice of having surgery. Since I am very active - swim every day and like to travel - I did not want to spend the rest of my life worried about further knee damage and falls. 
I did my research and discussed my concerns with Dr Alaia and he agreed with me. We scheduled the surgery. His staff was very helpful every step of the way - from getting the insurance taken care of and answering emails promptly. My appointments were always on time, to the point and very efficient. 
The surgery itself was very well organized and the staff at the outpatient center was professional and helpful. I had the best experience with absolutely no complications, no side effects from anesthesia, no bruising and minimal pain only for the first 3 days.
He has my confidence & recommendation!",Rated 5 out of 5
2471,"Well... A year later and Dr Alaia fixed my OTHER shoulder. There is no one else I trust to operate on my bones! Once again, he did an amazing job on a lengthy surgery. He is always social, friendly, reliable and just amazing. He is always available should you need him and his staff Andre and Nicole are great also. Dr Alaia is trust worthy, caring and just a down to earth good guy and fantastic doctor. He helped me a great deal and I'm so glad I was referred to him!!",Rated 5 out of 5
4743,Best in the business,Rated 5 out of 5
2473,Gets right to the point trustworthy,Rated 5 out of 5
2474,"EXCELLENT TOP NOTCH FROM START TO FINISH. DR LACKEY & THE ENTIRE TEAM IS BRILLANT. THE YOUNG LADIES AT THE FONT DESK ARE VERY PATIENT, KIND & DILIGENT. I AM A NURSE AIDE IN A HOSPITAL & AT TIMES I DO DOUBLE SHIFTS. I LOVE MY JOB. I ENJOY HELPING PEOPLE & I LOVE KEEPING BUSY. MY BOYFRIEND ENJOYS HIKING, & BIKING. THE OFFICE IS PRISTINE CLEAN BEAUTIFUL & SPACIOUS. ",Rated 5 out of 5
2475,yes,Rated 5 out of 5
2445,Dr. Levine recommended I see Dr. Koerner after getting an MRI of my back and pelvis. I found him to be very pleasant and thorough with my exam after listening to my many issues and concerns . He made my prognosis and treatment options very clear. My future visit will be based on his consultation with Dr. Levine as I have other issues with my hip which may relate to my back issues. My experience with both of these doctors is very positive and I would highly recommend them.,Rated 5 out of 5
2443,"Dr Koerner is a great  doctor! Knowledgeable and patient. He takes his time explaining any questions or concerns you might have about your condition! Also, the office is very clean and the entire staff is very friendly! I highly recommend Dr Koerner! ",Rated 5 out of 5
2477,Very through and knowledgeable.,Rated 5 out of 5
2442,Very thorough and informative  laid out all options he tested all reflexes and strengths and no pressure for anything ,Rated 5 out of 5
2412, I have been a patient of Dr. An’d for the past five years at Southside Hospital in Bay Shore. When he moved to Flushing I gladly followed him because I have always been greatly impressed with his caring attitude and the professional treatment I have always received from him. I will continue to go to his office in Flushing for whatever treatment I need for my hand and wrist problems.,Rated 5 out of 5
2413,I had carpal tunnel surgery done on both hands by Dr. An with excellent results. He is very kind and fully explains everything in detail. He takes his time answering any questions you have. I highly recommend him. Theresa from Bay Shore NY,Rated 5 out of 5
2415,??? ??? ,Rated 5 out of 5
2416,Dr An preform asurgery on my right hand he's one of the best doctors I've seen very caring explains everything answered all my questions I highly recommend doctor AN,Rated 5 out of 5
2417,Buenísima prácticamente reconstruyo mi mano. después de a ver tenido un fuerte accidente en mi trabajo.,Rated 5 out of 5
2418,"I would highly recommend Dr An , from the moment i came to his care with a ruptured bicep tendon I knew this was the right doctor. His professional manner and the way he broke down my injury my surgery and my aftercare made me feel at ease .  my surgery was perfect his follow-up care and my physical therapy left me no doubt that I would be fully functional again when it comes to an orthopedic doctor I would highly recommend him

 ",Rated 5 out of 5
2419,"I went to Dr. An in 2012 for numbness in my left pinky and ring finger, Turns out I had Ulnar nerve compression. Dr. An took excellent care of me, explained the procedure, showed me pictures after the surgery, he has excellent bedside manner and is truly caring. I need to see him again for my carpal tunnel (he doesnt know it yet) Also, I just gave out his number to a co-worker for her knee pain.   Yes, I would and do recommend Dr An. ",Rated 5 out of 5
2420,Dr. An Performed surgery on my husbands hand...he has dupuytren contracture in both hands.  Dr. An thoroughly explained the surgery he was going to perform....answered all the questions we had for him. His mannerisms are very gentle and kind...so soft spoken.  Surgery went well...exactly how Dr. An said it would.  Dr. An is genuinely concerned for his patients...telling us to call immediately if we had any questions or concerns.  Very professional.  Great doctor!   I definitely recommend Dr. An.,Rated 5 out of 5
2421,"I have been seeing Dr. An for almost one year, for treatment of bi-lateral CTS and CMC joint arthritis.  Very patient taking time to explain diagnosis and treatment recommendations. Takes time to answer questions. He eventually performed surgery which went very well, relieving the severe pain that I was experiencing day-to-day. Thank you Dr An!  

 I am very satisfied and have recommended Dr An to family and friends.",Rated 5 out of 5
2422,"I saw Dr An as a second opinion, the diagnosis was the same. ( full tear in rotator cuff with tendinosis in right arm)  His treatment plan was however different. he suggested a steroid shot and PT. I felt relief in my shoulder as he took the needle out, PT for the right arm, although he and I knew this wasn't the cure it might be good enough to avoid surgery and a painful recoop. I am glad to say that my shoulder still fells awesome and pt has worked for my arm. Thank you",Rated 5 out of 5
4745,"If you need shoulder replacement surgery, he is the one.",Rated 5 out of 5
2424,"I had right  and left hip replacements and a revision of the right hip 13 years later.  One word to describe D. Fetto is Genius.   He makes you feel comfortable, explains all procedures with expectations.  No surprises.  He is and will always be my number  one recommendation. Thank you.",Rated 5 out of 5
2425,"Dr. Fetto literally gave me my life back. I was only 31 but I suffered from severe hip osteoarthritis. Because previous surgeries changed anatomy of my hip joint, I was unable to find an orthopedist willing to perform a hip replacement. Then I  learned about Dr. Fetto and his relatively new (at that time) LATERAL FLARE hip stem prosthesis.
15 years later - no pain and enjoying my life. After all this years Dr. Fetto is still there for me.
Excellent physician and a wonderful person! ",Rated 5 out of 5
2426,"Extremely patient friendly, takes time with you, listens, talks with you and not at you.  Surgery was top notch, everyone is so astonished with how quick and excellent my recovery is happening.  Highly recommended.",Rated 5 out of 5
2427,Excellent doctor great bed side matters listens to you,Rated 5 out of 5
2428,"I  have known Dr Fetto for 30 years. He operated on my  knee, did a hip fusion,  and last but not least I had a total hip replacement.  He is a great Doctor. He always takes his time explaining your health problems. ",Rated 5 out of 5
2429,Dr. Fetto takes a holistic approach and understands and explains the root causes of your health problem. He then helps you manage it and is very kind and personable,Rated 5 out of 5
2430,Terrific and a very good listener and gives full yet easy to understand answers.  Does not rush you at all.,Rated 5 out of 5
2431,"Dr. Seneviratne is amazing! He is very clear, thorough and reassuring on the visits pre-surgery, at the day of it and at post-op appointments. He transpire calm and confidence and always made me smile. He's a great human being besides being a great doctor. The office staff and nurses are very friendly and competent as well. I had nearly no wait time on every visit to the office. I 100% recommend Dr. Seneviratne!",Rated 5 out of 5
4744,"Re:
Athlete with a labral tear.

Dr. Gulotta is an experienced physician.
We were very pleased!!",Rated 5 out of 5
2433,"Dr. Seneviratne is excellent!  Superb knowledge, experience and common sense.
Very helpful, thorough and supportive.  I went to him for a broken arm from falling; not specifically sports medicine.  Facility is good with fast and expert
 X-ray technicians right there, exceptionally courteous receptionists, everything clean.  Waiting time varies.   He answers all questions.  I appreciated his calm demeanor,  solid expertise, and coordination of recovery with appropriate physical therapy.",Rated 5 out of 5
2434,"Dr Seneviratne's and his team's guidance and support through my entire surgical process from diagnosis through rehabilitation was very comforting. Every x-ray and MRI result was reviewed together with him and explained in understandable terms.

As a kayaker, he understood my individual goals and thanks to him and his team I'm back on the water again!",Rated 5 out of 5
2435,I have had two surgeries with the doctor and I trust him completely.,Rated 5 out of 5
2436,"DR. Seneviratne is an outstanding orthopedic surgeon.  I was visiting NYC and fell and had a proximal humerus fracture. I was so fortunate to have him as my surgeon.  He is superbly talented, compassionate and excellent in every way.  As a nurse, I have seen the good, the bad and the ugly.  He is the BEST!!",Rated 5 out of 5
2437,"After fracturing my tibia due to a sports related stress fracture, the doctors are Lenox Hill Hospital referred me to Dr. Aruna Seneviratne. I am so glad that they did. Dr. Seneviratne is a true professional and understood the complexities of my injury. The surgical operation to fix my leg could not have gone any better. I was back to walking within 2-3 weeks and now I am fully back to high intensity training after 6 months. I owe a great deal of gratitude to Dr. Seneviratne and his staff. ",Rated 5 out of 5
2438,"Great doctor Listens carefully,  explains thoroughly ",Rated 5 out of 5
2439,"Dr Koerner is an incredible surgeon, and a genuinely nice person. He will always answer any questions and address any concerns  you might have. He was my surgeon several years ago when I had a cervical fusion done and he did an amazing job. Top physician in his field, no question.",Rated 5 out of 5
2440,"Dr. Koerner is wonderful. Great bedside manner, answered all my questions & really cares about helping to relieve my pain. I had a spine fusion done by him. I am very grateful he is my doctor/surgeon. His staff is top notch too. ",Rated 5 out of 5
2441,"Dr Koerner and staff are very friendly and have a great bedside manner. He will answer all of your questions and ease your fears if any. This was my 3rd back surgery, each with a different surgeon. Dr Koerner was the best. I’m healing faster and I feel great. It’s been 4 months and I don’t even feel like I had surgery. You can’t get better care than that. ",Rated 5 out of 5
2476,"My family and I have been coming to Dr. Lackey for many years with our medical concerns.  His professionalism and expertise is exceptional.    He makes you feel very comfortable in talking to him,",Rated 5 out of 5
2478,great,Rated 5 out of 5
2545,"First of all, I rarely write reviews, however, when every moving part to a business is grounded in excellence, I am compelled to do so. I visited Dr Ekstein's Teaneck office, and everyone working there couldn't have been nicer, or more helpful. Brian, Isreal, and Jessica,  are up front, and are so friendly, efficient, and organized. They run that office like a well oiled machine!  Joey (X-ray tech) is affable, and good natured, and just lights up a room!  Dr Ekstein is wonderful. He is caring, compassionate, professional, (and not bad on the eyes). He juggles many patients at the same time, however, he takes so much time with you, and makes you feel as if you're the only patient there. He makes sure you leave knowing everything you need to know about your condition, and is very thorough with his patient plan to get you back to your best health. You can't go wrong putting your broken hands in their hands! (ok, pretty bad) ",Rated 5 out of 5
2514,"A rare, truly outstanding physician. Unlike hospital physicians Dr.. Sackheim will not tolerate your pain. She will act immediately and aggressively to bring chronic migraine or other headache miseries under control. She is thoroughly attentive, responds to emails and phone calls and works harder than any doctor I've ever encountered. Just an all around wonderful doctor.",Rated 5 out of 5
2516,"Dr. Sackheim goes above and beyond her call of duty. She understands my condition(s) and continues to treat me accordingly, I have been a patient for 3 years and have zero complaint. She's informative gentle kind and considerate. Dr. Sackheim is a professional, the best at what she does and has a great staff. I whole heartedly recommend her services for anyone suffering with chronic pain. After starting treatments with her I have quality of life again.",Rated 5 out of 5
2517,"I've been seeing Dr S for years; saw many NYU drs before her & she's been the most responsive, understanding dr.  I had structural issues for yrs but scared to see a dr til I had trouble walking & keeping my job. All drs before told me to take meds for ""anxiety which was causing my pain."" I met a surgeon referred to me by a pain support group who saw I had serious issues in both hips (I knew anxiety wasn't pain), & convinced me to undergo major surgery. 
The hip labral tears & resulting arthritis cause pain in my back, right shoulder-going down into my knee & ankle. Surgery helped my gait but pain lingers. Dr S is the only professional to recognize my chronic pain issues & she's helped my knee completely, hip has improved, headaches 100% gone, & pain controlled. I followed her to pvt practice & my costs have actually gone down. I kept my job w/accomodations & I feel SAFE w/her. I sent my daughter to her who has TMJ issues. Trust/safety is key with a Dr and quality of life is paramount!",Rated 5 out of 5
2518,Very attentive and knowledgeable. Gentle concerning touch. Doesn't want to cause any additional pain or discomfort. Concern is to help you have a better quality of life,Rated 5 out of 5
4739,Wonderful surgeon and great team. Had shoulder done last year. Shoulder is back to 100 percent. Just went in for knee pain walked out feeling great. Very skilled and personable MD. Highly recommend. ,Rated 5 out of 5
2520,"A rare, truly outstanding physician. Unlike hospital physicians Dr.. Sackheim will not tolerate your pain. She will act immediately and aggressively to bring chronic migraine or other headache miseries under control. She is thoroughly attentive, responds to emails and phone calls and works harder than any doctor I've ever encountered. Just an all around wonderful doctor.",Rated 5 out of 5
2521,"Dr. Sackheim is excellent, she has helped with my neck pain and migraines more than any other doctor I've seen! I appreciate everything she has done for me!",Rated 5 out of 5
2522,She sweeter then a lolly pop! She really takes the time to figure out pain issues.,Rated 5 out of 5
2523,Dr. Sackheim is seriously a godsend to me.  I have seen her for a few years now for assorted problems in my low back and neck; she also treats me for migraines.  I have never met someone who cares so much about her patients and who goes above and beyond to help them.  Every visit she takes the time to actually listen to what I’m saying and come up with options to minimize my pain and discomfort and get me back to my life.  She is a dream come true as a doctor and as a person!,Rated 5 out of 5
2524,Dr. Sackheim is by far the best physician I have ever seen. Dr. Sackheim listens to her patients and treats them as individuals. She has a wonderful way of interacting both verbally and physically treating patients as if they were her family. I have referred several friends to this incredible physician.,Rated 5 out of 5
2525,"Dr. Sackheim is so precise and efficient, she always does an amazing job with my injections - and listens to any concerns that she will try to adjust to minimize unwanted side effects while managing my pain for months at a time. She’s the best! ",Rated 5 out of 5
2526,"My visit with Dr. Sackheim was wonderful!  She answered all of my questions and was extremely attentive to my situation. 
I adore her! ",Rated 5 out of 5
2527,"My visit with Dr. Sackheim is always professional. Dr. Sackheim always appears concerned about her patients. In addition, she is very ""down to earth."" ",Rated 5 out of 5
